time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-02-11T09:48:23.649Z,35.031,-97.63466667,8.61,1.25,ml,59,52,0.1016800469,0.28,ok,ok2022cxra,2022-02-11T14:05:58.213Z,"0 km WSW of Dibble, Oklahoma",earthquake,,1.4,0.22,28,reviewed,ok,ok
2022-02-11T09:45:29.580Z,36.2014999,-120.5554962,10.28,1.66,md,13,77,0.1365,0.1,nc,nc73691351,2022-02-11T13:31:11.068Z,"19km WNW of Coalinga, CA",earthquake,0.44,1.15,0.21,9,automatic,nc,nc
2022-02-11T09:45:03.476Z,63.0163,-150.4647,113.8,1.9,ml,,,,0.89,ak,ak0221xm74ob,2022-02-11T09:48:52.105Z,"59 km NNE of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-02-11T09:31:59.000Z,34.4271667,-119.1321667,16.08,2.16,ml,72,40,0.01068,0.3,ci,ci40182864,2022-02-12T06:50:14.363Z,"10km ESE of Ojai, CA",earthquake,0.23,0.58,0.208,8,reviewed,ci,ci
2022-02-11T09:12:53.260Z,17.9655,-66.9636666666667,4.04,1.86,md,5,190,,0.22,pr,pr71334208,2022-02-11T10:48:47.710Z,"5 km WSW of Fuig, Puerto Rico",earthquake,1.01,4.57,0.0842098381991153,4,reviewed,pr,pr
2022-02-11T09:11:21.198Z,38.5335,-119.3926,3,1.2,ml,14,92.99,0.046,0.1579,nn,nn00833711,2022-02-12T02:38:28.766Z,"7 km ENE of Walker, California",earthquake,,2.3,0.25,3,reviewed,nn,nn
2022-02-11T09:02:59.596Z,61.2986,-146.8412,44.4,1.3,ml,,,,0.92,ak,ak0221xly095,2022-02-11T09:07:08.002Z,"32 km NW of Valdez, Alaska",earthquake,,5.4,,,automatic,ak,ak
2022-02-11T08:45:27.806Z,62.0847,-150.255,56.6,1.6,ml,,,,0.22,ak,ak0221xllqy4,2022-02-11T08:48:26.062Z,"22 km WSW of Susitna North, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-02-11T08:45:23.550Z,17.9636666666667,-66.8236666666667,12.13,1.96,md,5,318,,0.11,pr,pr71334283,2022-02-11T23:24:10.060Z,"3 km S of Indios, Puerto Rico",earthquake,1.06,0.72,0.162640245544369,3,reviewed,pr,pr
2022-02-11T08:32:59.160Z,37.4383333,-121.798,4.44,1.15,md,32,53,0.03065,0.05,nc,nc73691336,2022-02-12T04:43:10.691Z,"8km NNE of Alum Rock, CA",earthquake,0.15,0.32,0.186,29,reviewed,nc,nc
2022-02-11T08:32:19.160Z,17.9798333333333,-66.9621666666667,9.82,1.92,md,10,170,,0.2,pr,pr71334203,2022-02-11T09:02:19.580Z,"4 km W of Fuig, Puerto Rico",earthquake,0.64,0.99,0.082005247885296,7,reviewed,pr,pr
2022-02-11T08:25:12.970Z,18.0323333333333,-66.9343333333333,7.61,2.18,md,8,83,,0.26,pr,pr71334228,2022-02-11T13:08:42.740Z,"1 km SE of Liborio Negron Torres, Puerto Rico",earthquake,0.58,0.36,0.0564595011592548,5,reviewed,pr,pr
2022-02-11T08:19:51.950Z,19.2310009002686,-155.408172607422,31.4099998474121,1.84000003,md,36,142,,0.129999995,hv,hv72912632,2022-02-11T08:23:07.870Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.62,0.660000026,0.0500000007,5,automatic,hv,hv
2022-02-11T08:16:15.310Z,17.9773333333333,-66.923,7.58,1.94,md,5,175,,0.07,pr,pr71334198,2022-02-11T08:59:44.980Z,"1 km SSW of Fuig, Puerto Rico",earthquake,0.4,0.27,0.275733243872089,3,reviewed,pr,pr
2022-02-11T08:10:34.440Z,39.4186667,-110.2935,-3.21,1.99,md,9,186,0.02507,0.15,uu,uu60481567,2022-02-11T18:07:19.610Z,"16 km SSE of Sunnyside, Utah",earthquake,0.96,2.57,0.17,6,reviewed,uu,uu
2022-02-11T08:10:23.520Z,18.0708333333333,-67.1188333333333,17.97,1.54,md,5,279,,0.2,pr,pr71334218,2022-02-11T12:08:11.140Z,"2 km SSW of Monte Grande, Puerto Rico",earthquake,2.11,1.22,0.123208131071071,4,reviewed,pr,pr
2022-02-11T08:07:52.030Z,34.1313333,-117.4873333,4.19,1.31,ml,47,65,0.1036,0.2,ci,ci40182824,2022-02-11T08:18:19.680Z,"5km NW of Fontana, CA",earthquake,0.26,0.79,0.203,28,automatic,ci,ci
2022-02-11T08:06:42.380Z,17.9828333333333,-66.9521666666667,11.96,1.82,md,6,166,,0.08,pr,pr71334213,2022-02-11T11:25:25.030Z,"Puerto Rico region",earthquake,0.59,0.33,0.225329024657968,6,reviewed,pr,pr
2022-02-11T08:04:38.928Z,38.5265,-119.376,0,1.1,ml,8,148.06,0.054,0.1752,nn,nn00833708,2022-02-12T02:38:26.002Z,"8 km E of Walker, California",earthquake,,0,0.25,4,reviewed,nn,nn
2022-02-11T08:00:18.620Z,37.8911667,-121.6841667,14.66,1.68,md,49,124,0.04293,0.19,nc,nc73691326,2022-02-12T00:27:12.050Z,"5km WNW of Byron, CA",earthquake,0.25,0.4,0.17,44,reviewed,nc,nc
2022-02-11T07:48:23.790Z,37.891,-121.6911667,16.08,1.91,md,49,99,0.04228,0.16,nc,nc73691311,2022-02-11T12:47:11.805Z,"5km SE of Brentwood, CA",earthquake,0.31,0.38,0.127,43,reviewed,nc,nc
2022-02-11T07:47:45.310Z,37.886,-121.6833333,10.12,1.48,md,13,132,0.04811,0.09,nc,nc73691306,2022-02-11T13:57:11.209Z,"4km WNW of Byron, CA",earthquake,0.39,0.7,0.266,13,reviewed,nc,nc
2022-02-11T07:43:31.760Z,38.8204994,-122.7634964,1.81,1.22,md,26,119,0.01115,0.04,nc,nc73691296,2022-02-11T10:18:10.938Z,"4km W of Cobb, CA",earthquake,0.25,0.35,0.05,6,automatic,nc,nc
2022-02-11T07:42:37.530Z,38.8215,-122.7616667,2.23,2.1,mh,54,59,0.01103,0.07,nc,nc73691291,2022-02-12T01:05:12.290Z,"3km W of Cobb, CA",earthquake,0.18,0.25,,0,reviewed,nc,nc
2022-02-11T07:27:15.190Z,38.3448333,-113.0948333,6.43,1.73,ml,17,126,0.02404,0.11,uu,uu60481557,2022-02-11T18:05:13.840Z,"9 km SW of Milford, Utah",earthquake,0.49,0.9,0.264,2,reviewed,uu,uu
2022-02-11T07:15:27.880Z,38.7895012,-122.7344971,1.2,1.43,md,19,89,0.02262,0.05,nc,nc73691271,2022-02-11T09:22:11.576Z,"2km NE of The Geysers, CA",earthquake,0.28,0.52,0.03,6,automatic,nc,nc
2022-02-11T07:14:53.372Z,-3.5154,144.0387,10,5.5,mww,,29,8.134,0.74,us,us7000gjy1,2022-02-12T07:18:27.916Z,"45 km E of Wewak, Papua New Guinea",earthquake,8.1,1.9,0.063,24,reviewed,us,us
2022-02-11T07:03:21.910Z,61.7984,-146.292,35,1.4,ml,,,,0.99,ak,ak0221xkratd,2022-02-11T07:07:36.196Z,"30 km SSE of Mendeltna, Alaska",earthquake,,3.1,,,automatic,ak,ak
2022-02-11T06:59:50.160Z,38.3533333,-113.1066667,9.73,1.87,ml,21,89,0.01854,0.19,uu,uu60481552,2022-02-11T17:50:18.820Z,"Utah",earthquake,0.57,0.82,0.262,10,reviewed,uu,uu
2022-02-11T06:57:24.400Z,39.4236667,-110.3103333,-1.62,1.86,md,9,196,0.01145,0.08,uu,uu60481547,2022-02-11T17:43:36.170Z,"15 km SSE of Sunnyside, Utah",earthquake,0.73,0.44,0.186,8,reviewed,uu,uu
2022-02-11T06:49:41.950Z,38.3426667,-113.0971667,6.2,1.71,ml,21,85,0.02633,0.14,uu,uu60481542,2022-02-11T17:42:01.200Z,"9 km SW of Milford, Utah",earthquake,0.38,0.81,0.172,8,reviewed,uu,uu
2022-02-11T06:47:55.225Z,-0.4837,-19.98,10,4.8,mb,,84,9.28,0.48,us,us7000gjxy,2022-02-11T07:04:52.040Z,"central Mid-Atlantic Ridge",earthquake,7.7,1.9,0.071,61,reviewed,us,us
2022-02-11T06:43:09.100Z,38.3473333,-113.0885,5.52,1.35,ml,14,106,0.02193,0.07,uu,uu60481537,2022-02-11T17:33:43.490Z,"8 km SW of Milford, Utah",earthquake,0.34,0.69,0.334,2,reviewed,uu,uu
2022-02-11T06:40:34.220Z,17.9695,-66.9795,8.22,1.77,md,7,183,,0.14,pr,pr71334193,2022-02-11T08:01:13.910Z,"7 km WSW of Fuig, Puerto Rico",earthquake,0.56,1.05,0.125183507183823,6,reviewed,pr,pr
2022-02-11T06:37:39.911Z,38.5124,-119.3782,5.5,1.2,ml,6,247.43,0.048,0.1374,nn,nn00833705,2022-02-12T02:38:20.703Z,"8 km E of Walker, California",earthquake,,3.5,0.24,2,reviewed,nn,nn
2022-02-11T06:33:34.662Z,63.1218,-149.3228,0,1.8,ml,,,,1.07,ak,ak0221xkcbnw,2022-02-11T06:40:03.319Z,"35 km SSW of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-11T06:30:24.170Z,34.4278333,-119.1301667,14.22,1.42,ml,21,59,0.0109,0.26,ci,ci40182784,2022-02-11T17:51:35.963Z,"10km NW of Santa Paula, CA",earthquake,0.52,0.95,0.174,29,automatic,ci,ci
2022-02-11T06:24:13.966Z,-10.5108,-13.0483,10,5.3,mww,,46,2.87,0.48,us,us7000gjxn,2022-02-11T17:47:59.040Z,"Ascension Island region",earthquake,8.4,1.8,0.083,14,reviewed,us,us
2022-02-11T06:02:22.860Z,39.4221667,-110.3045,-2.25,1.9,md,9,182,0.01607,0.14,uu,uu60481532,2022-02-11T17:29:03.290Z,"16 km SSE of Sunnyside, Utah",earthquake,0.8,2.28,0.084,7,reviewed,uu,uu
2022-02-11T06:02:16.560Z,17.9548333333333,-66.9831666666667,8.15,2.28,md,8,207,,0.09,pr,pr71334183,2022-02-11T06:50:25.400Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.49,0.89,0.140455074507701,6,reviewed,pr,pr
2022-02-11T05:58:29.880Z,38.8193321,-122.8043365,2.41,0.98,md,22,40,0.006045,0.02,nc,nc73691251,2022-02-11T07:48:11.194Z,"6km NW of The Geysers, CA",earthquake,0.22,0.47,0.19,3,automatic,nc,nc
2022-02-11T05:48:19.820Z,19.3695,-64.8001,49,3.91,md,9,328,1.4781,0.33,pr,pr2022042000,2022-02-11T06:34:28.235Z,"114 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.62,19.53,0,2,reviewed,pr,pr
2022-02-11T05:46:23.030Z,37.4333333,-118.895,7.83,1.03,md,25,137,0.165,0.12,nc,nc73691246,2022-02-11T11:42:13.426Z,"24km SW of Toms Place, CA",earthquake,0.43,2.06,0.125,19,reviewed,nc,nc
2022-02-11T05:40:07.330Z,46.19716666666667,-122.1855,3.24,2.0300000000000002,ml,46,51,0.003034,0.19,uw,uw61815956,2022-02-11T06:10:38.460Z,"37 km NNE of Amboy, Washington",earthquake,0.21,0.23,0.18848958196809618,20,reviewed,uw,uw
2022-02-11T05:39:50.530Z,39.417,-110.2991667,-3.17,1.58,md,6,199,0.0213,0.12,uu,uu60029954,2022-02-11T17:11:31.120Z,"16 km SSE of Sunnyside, Utah",earthquake,1.4,3.35,0.218,6,reviewed,uu,uu
2022-02-11T05:39:07.640Z,39.4188333,-110.3065,-2,1.94,md,8,197,0.01534,0.12,uu,uu60481517,2022-02-11T17:10:57.800Z,"16 km SSE of Sunnyside, Utah",earthquake,1.15,1.18,0.26,8,reviewed,uu,uu
2022-02-11T05:29:42.890Z,17.9665,-66.9485,6.84,2.7,md,38,171,,0.25,pr,pr71334163,2022-02-11T15:19:40.009Z,"4 km SW of Fuig, Puerto Rico",earthquake,0.41,0.23,0.315571922074783,21,reviewed,pr,pr
2022-02-11T05:17:16.150Z,46.6113333,-112.9805,10.81,1.24,ml,15,80,0.347,0.16,mb,mb80538174,2022-02-11T15:38:56.860Z,"14 km ESE of Drummond, Montana",earthquake,0.34,1.84,0.167,7,reviewed,mb,mb
2022-02-11T05:11:06.850Z,17.9828333333333,-66.874,8.9,2.14,md,13,138,,0.26,pr,pr71334153,2022-02-11T05:22:50.800Z,"1 km ENE of Maria Antonia, Puerto Rico",earthquake,0.59,0.54,0.141310199564187,7,reviewed,pr,pr
2022-02-11T05:09:49.010Z,36.8478333,-121.5531667,6.81,1.77,md,45,42,0.048,0.12,nc,nc73691236,2022-02-11T22:18:11.320Z,"1km W of San Juan Bautista, CA",earthquake,0.24,0.4,0.173,43,reviewed,nc,nc
2022-02-11T04:41:45.170Z,37.895,-121.6876667,16.6,1.28,md,15,152,0.03865,0.21,nc,nc73691221,2022-02-12T00:01:10.886Z,"5km SE of Brentwood, CA",earthquake,0.57,0.81,0.23,12,reviewed,nc,nc
2022-02-11T04:39:47.700Z,38.3401667,-113.0963333,7.2,1.97,ml,26,85,0.02876,0.19,uu,uu60481507,2022-02-11T17:00:08.950Z,"9 km SW of Milford, Utah",earthquake,0.45,0.78,0.253,9,reviewed,uu,uu
2022-02-11T04:37:46.750Z,37.885,-121.6781667,12.08,1.41,md,18,158,0.05006,0.1,nc,nc73691216,2022-02-11T14:46:12.489Z,"4km WNW of Byron, CA",earthquake,0.37,0.52,0.266,20,reviewed,nc,nc
2022-02-11T04:23:10.620Z,38.339,-113.099,6.07,1.02,md,10,128,0.03013,0.08,uu,uu60481502,2022-02-11T16:49:50.960Z,"10 km SW of Milford, Utah",earthquake,0.44,0.77,0.131,5,reviewed,uu,uu
2022-02-11T04:22:33.830Z,37.8878333,-121.6736667,12.84,1.21,md,15,164,0.0485,0.11,nc,nc73691206,2022-02-11T14:23:11.470Z,"4km NW of Byron, CA",earthquake,0.48,0.67,0.186,14,reviewed,nc,nc
2022-02-11T04:10:45.780Z,38.3483333,-113.0896667,5.24,1.32,ml,10,125,0.02079,0.07,uu,uu60481497,2022-02-11T16:45:08.840Z,"8 km SW of Milford, Utah",earthquake,0.33,0.69,0.382,2,reviewed,uu,uu
2022-02-11T03:55:54.243Z,63.2338,-150.4327,123.2,1.5,ml,,,,0.41,ak,ak0221xios4g,2022-02-11T04:00:01.819Z,"73 km ESE of Denali National Park, Alaska",earthquake,,1.6,,,automatic,ak,ak
2022-02-11T03:51:41.340Z,17.8778333333333,-66.9625,9.22,2.49,md,23,243,,0.19,pr,pr71334138,2022-02-11T04:33:06.610Z,"11 km SSW of Guánica, Puerto Rico",earthquake,0.6,0.9,0.267786155398102,18,reviewed,pr,pr
2022-02-11T03:48:52.740Z,38.1733,-117.8816,11,1.1,ml,16,111.55,0.07,0.1538,nn,nn00833675,2022-02-12T02:37:58.912Z,"31 km SE of Mina, Nevada",earthquake,,1.2,0.31,5,reviewed,nn,nn
2022-02-11T03:46:22.760Z,34.92658997,-97.58265686,3.846759319,2.18,ml,40,41.55119324,0.01673405431,0.4955753589,ok,ok2022cxfc,2022-02-11T03:49:59.951Z,"10 km N of Lindsay, Oklahoma",earthquake,1.943234612,1.335543491,,31,automatic,ok,ok
2022-02-11T03:32:48.030Z,17.952,-66.8463333333333,11.76,2.14,md,14,195,,0.17,pr,pr71334128,2022-02-11T04:11:32.620Z,"Puerto Rico region",earthquake,0.56,0.58,0.151865157409743,8,reviewed,pr,pr
2022-02-11T03:26:42.824Z,-21.2956,-68.9174,120.44,4.2,mb,,45,0.588,0.86,us,us7000gjwd,2022-02-11T03:45:13.040Z,"Chile-Bolivia border region",earthquake,5.2,7.4,0.152,13,reviewed,us,us
2022-02-11T03:16:04.810Z,19.2049999237061,-155.406997680664,33.0499992370605,1.84000003,md,44,155,,0.129999995,hv,hv72912347,2022-02-11T03:19:12.850Z,"7 km E of Pāhala, Hawaii",earthquake,0.66,0.810000002,0.709999979,7,automatic,hv,hv
2022-02-11T03:15:53.100Z,39.417,-110.2966667,-3.1,1.79,md,7,201,0.02314,0.14,uu,uu60481487,2022-02-11T16:37:52.850Z,"16 km SSE of Sunnyside, Utah",earthquake,1.06,2.65,0.148,6,reviewed,uu,uu
2022-02-11T03:13:03.970Z,37.4783333,-118.8486667,4.52,1.84,md,25,105,0.1126,0.07,nc,nc73691191,2022-02-11T19:18:11.175Z,"18km WSW of Toms Place, CA",earthquake,0.28,1.72,0.113,23,reviewed,nc,nc
2022-02-11T03:05:09.960Z,52.0486666666667,178.345666666667,3.11,1.43,ml,5,326,,0.23,av,av91049503,2022-02-11T22:12:09.560Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.62,4.23,0.155505876633312,5,reviewed,av,av
2022-02-11T02:51:58.420Z,36.8525,-97.78683333,7.74,2.2,ml,87,67,0,0.2,ok,ok2022cxdh,2022-02-11T13:47:53.892Z,"6 km NW of Medford, Oklahoma",earthquake,,0.4,0.2,37,reviewed,ok,ok
2022-02-11T02:43:59.980Z,35.8503333,-117.6848333,8.26,1.07,ml,23,41,0.07726,0.11,ci,ci40182680,2022-02-11T23:41:59.387Z,"22km ESE of Little Lake, CA",earthquake,0.14,0.38,0.075,9,reviewed,ci,ci
2022-02-11T02:40:49.170Z,19.1688327789307,-155.48616027832,35.8800010681152,2.3499999,md,46,97,,0.119999997,hv,hv72912287,2022-02-11T02:46:19.550Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.5,0.790000021,0.75999999,27,automatic,hv,hv
2022-02-11T02:28:24.620Z,34.4235,-119.1223333,13.72,1.52,ml,33,50,0.01834,0.24,ci,ci40182664,2022-02-11T23:32:19.840Z,"10km NW of Santa Paula, CA",earthquake,0.24,0.54,0.14,9,reviewed,ci,ci
2022-02-11T02:19:32.719Z,38.1984,-117.7364,8.7,1.6,ml,16,125.24,0.124,0.1406,nn,nn00833672,2022-02-12T02:37:57.826Z,"38 km ESE of Mina, Nevada",earthquake,,2.6,0.66,5,reviewed,nn,nn
2022-02-11T02:16:13.920Z,32.6775,-116.6166667,20.66,1.55,ml,23,72,0.04686,0.15,ci,ci40182656,2022-02-11T15:54:01.820Z,"12km N of Tecate, B.C., MX",earthquake,0.32,0.61,0.168,26,reviewed,ci,ci
2022-02-11T02:11:03.730Z,35.1213333,-118.1595,4.38,1.53,ml,34,42,0.1213,0.18,ci,ci40182648,2022-02-11T03:31:42.590Z,"8km N of Mojave, CA",earthquake,0.2,0.7,0.172,38,reviewed,ci,ci
2022-02-11T02:04:01.220Z,19.2099990844727,-155.428161621094,32.7599983215332,2.2,ml,50,137,,0.129999995,hv,hv72912222,2022-02-11T02:46:55.040Z,"5 km E of Pāhala, Hawaii",earthquake,0.53,0.699999988,3.1,16,automatic,hv,hv
2022-02-11T01:59:24.028Z,40.5145,-115.2667,2.4,3.1,ml,11,64.34,0.231,0.1679,nn,nn00833670,2022-02-12T02:37:56.907Z,"29 km SE of Lamoille, Nevada",earthquake,,3.1,0.41,7,reviewed,nn,nn
2022-02-11T01:37:37.710Z,38.3448333,-113.0953333,5.33,1.3,ml,9,126,0.02406,0.09,uu,uu60481472,2022-02-11T16:33:13.300Z,"9 km SW of Milford, Utah",earthquake,0.76,0.69,0.323,2,reviewed,uu,uu
2022-02-11T01:34:59.000Z,17.9498333333333,-66.9146666666667,13.85,2.33,md,5,227,,0.16,pr,pr71334123,2022-02-11T01:48:46.940Z,"2 km SSW of Guánica, Puerto Rico",earthquake,0.99,1.15,,1,reviewed,pr,pr
2022-02-11T01:33:03.138Z,63.0925,-151.4476,0,1.4,ml,,,,0.74,ak,ak0221xhd381,2022-02-11T01:46:58.870Z,"51 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-11T01:27:51.410Z,38.3495,-113.0905,5.59,0.99,md,9,125,0.01954,0.04,uu,uu60481467,2022-02-11T16:29:04.410Z,"8 km SW of Milford, Utah",earthquake,0.55,0.58,0.23,5,reviewed,uu,uu
2022-02-11T01:26:52.000Z,36.85333333,-97.78716667,7.76,2.61,ml,96,65,0,0.2,ok,ok2022cxam,2022-02-11T13:43:44.994Z,"7 km NW of Medford, Oklahoma",earthquake,,0.4,0.21,39,reviewed,ok,ok
2022-02-11T01:25:51.439Z,11.6871,144.4477,10,4.9,mb,,93,1.934,0.89,us,us7000gjw2,2022-02-11T13:42:49.298Z,"176 km S of Merizo Village, Guam",earthquake,11.2,1.9,0.059,92,reviewed,us,us
2022-02-11T01:24:08.930Z,34.4216667,-119.1296667,14.99,1.94,ml,53,52,0.01654,0.28,ci,ci40182640,2022-02-11T22:53:02.855Z,"10km NW of Santa Paula, CA",earthquake,0.21,0.43,0.24,19,reviewed,ci,ci
2022-02-11T01:21:57.670Z,19.234167098999,-155.398498535156,30.0100002288818,1.92,ml,37,140,,0.170000002,hv,hv72912177,2022-02-11T01:27:27.990Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.66,0.910000026,0.1,3,automatic,hv,hv
2022-02-11T01:19:32.840Z,39.421,-110.3048333,-2.14,1.6,md,7,197,0.016,0.1,uu,uu60481462,2022-02-11T16:26:58.680Z,"16 km SSE of Sunnyside, Utah",earthquake,1.34,1.54,0.142,6,reviewed,uu,uu
2022-02-11T01:18:18.370Z,19.2119998931885,-155.414993286133,34.3400001525879,1.82,ml,44,145,,0.119999997,hv,hv72912172,2022-02-11T01:23:48.400Z,"6 km E of Pāhala, Hawaii",earthquake,0.6,0.720000029,0.58,4,automatic,hv,hv
2022-02-11T01:17:33.313Z,38.1648,-117.873,8.5,2.1,ml,19,105.38,0.073,0.1576,nn,nn00833667,2022-02-12T02:37:49.054Z,"32 km SE of Mina, Nevada",earthquake,,1.1,0.34,9,reviewed,nn,nn
2022-02-11T01:06:09.340Z,17.9706666666667,-66.9466666666667,7.9,2.1,md,11,183,,0.1,pr,pr71334113,2022-02-11T01:19:05.810Z,"3 km WSW of Fuig, Puerto Rico",earthquake,0.44,0.19,0.191839956052912,7,reviewed,pr,pr
2022-02-11T01:05:50.699Z,55.0387,-157.8415,43.1,4.4,ml,,,,1.95,ak,ak0221xh76wb,2022-02-11T05:02:17.884Z,"127 km SE of Perryville, Alaska",earthquake,,51.3,,,reviewed,ak,ak
2022-02-11T01:02:17.705Z,44.3534,-74.3896,2.53,1.9,ml,,68,0.3,0.35,us,us7000gk85,2022-02-12T06:46:08.040Z,"14 km SW of Paul Smiths, New York",earthquake,1.4,5,0.081,20,reviewed,us,us
2022-02-11T00:58:44.210Z,39.4161667,-110.2868333,-3.22,1.73,ml,11,204,0.03068,0.17,uu,uu60481457,2022-02-11T16:24:53.060Z,"17 km SSE of Sunnyside, Utah",earthquake,0.94,2.36,0.074,3,reviewed,uu,uu
2022-02-11T00:58:23.568Z,38.6148,-119.3211,5,1.5,ml,23,79.99,0.144,0.1647,nn,nn00833663,2022-02-12T02:37:42.975Z,"17 km ENE of Coleville, California",earthquake,,2.2,0.12,9,reviewed,nn,nn
2022-02-11T00:55:52.590Z,63.1026,-151.4205,0,2,ml,,,,0.71,ak,ak0221xgwh6g,2022-02-11T01:07:33.931Z,"51 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-11T00:48:24.190Z,38.8243332,-122.8111649,1.39,1.17,md,24,38,0.001266,0.02,nc,nc73691136,2022-02-11T03:09:11.347Z,"7km NW of The Geysers, CA",earthquake,0.17,0.41,0.09,5,automatic,nc,nc
2022-02-11T00:48:10.610Z,34.4336667,-119.133,12.64,1.49,ml,22,71,0.004936,0.25,ci,ci40182608,2022-02-11T22:40:46.743Z,"10km E of Ojai, CA",earthquake,0.38,0.72,0.234,7,reviewed,ci,ci
2022-02-11T00:35:46.380Z,34.4205,-119.1346667,16.29,2.64,ml,86,27,0.01655,0.32,ci,ci40182600,2022-02-11T22:21:40.730Z,"10km NW of Santa Paula, CA",earthquake,0.23,0.55,0.19,23,reviewed,ci,ci
2022-02-11T00:35:04.500Z,34.4295,-119.11,12.39,1.68,ml,17,48,0.0239,0.3,ci,ci37391484,2022-02-11T21:57:45.428Z,"10km NNW of Santa Paula, CA",earthquake,0.48,0.65,0.184,7,reviewed,ci,ci
2022-02-11T00:34:58.810Z,34.43,-119.1273333,13.33,1.61,ml,23,49,0.01088,0.26,ci,ci40182592,2022-02-11T21:49:31.377Z,"10km NW of Santa Paula, CA",earthquake,0.37,0.63,0.131,10,reviewed,ci,ci
2022-02-11T00:25:02.020Z,34.4171667,-119.1323333,18.74,3.86,mw,114,22,0.02016,0.3,ci,ci40182560,2022-02-12T17:13:15.302Z,"10km NW of Santa Paula, CA",earthquake,0.22,0.42,,4,reviewed,ci,ci
2022-02-11T00:18:35.050Z,38.8503342,-122.7819977,1.32,0.99,md,18,153,0.008873,0.03,nc,nc73691106,2022-02-11T01:01:58.507Z,"6km WNW of Cobb, CA",earthquake,0.26,0.37,0.11,5,automatic,nc,nc
2022-02-11T00:15:55.220Z,18.7716666666667,-67.3896666666667,9.6,2.8,md,10,324,,0.26,pr,pr71334103,2022-02-11T00:35:41.170Z,"43 km NW of San Antonio, Puerto Rico",earthquake,1.43,0.76,0.10859572638675,9,reviewed,pr,pr
2022-02-11T00:07:36.080Z,17.9521666666667,-66.9046666666667,10.44,2.07,md,5,232,,0.16,pr,pr71334093,2022-02-11T00:39:11.980Z,"2 km S of Guánica, Puerto Rico",earthquake,1.01,1.32,0.0485598974413257,2,reviewed,pr,pr
2022-02-11T00:04:58.487Z,37.1392,141.0558,38.73,4.5,mb,,149,2.36,0.73,us,us7000gjv7,2022-02-11T00:33:49.040Z,"18 km ENE of Iwaki, Japan",earthquake,11,9.1,0.11,24,reviewed,us,us
2022-02-11T00:02:50.036Z,56.2856,-148.7992,10,3.4,ml,,282,2.555,0.29,us,us7000gjv3,2022-02-11T00:11:46.040Z,"258 km SE of Chiniak, Alaska",earthquake,13,2,0.053,46,reviewed,us,us
2022-02-11T00:01:14.270Z,34.4285,-119.1091667,15.61,1.3,ml,11,102,0.02488,0.2,ci,ci40182520,2022-02-11T03:23:51.572Z,"9km NNW of Santa Paula, CA",earthquake,0.57,1.18,0.061,7,reviewed,ci,ci
2022-02-10T23:59:45.970Z,18.0078333333333,-67.1636666666667,15.65,2.01,md,3,325,,0.15,pr,pr71334108,2022-02-11T01:10:12.830Z,"2 km SSE of Boquerón, Puerto Rico",earthquake,2.32,1.14,,1,reviewed,pr,pr
2022-02-10T23:54:17.190Z,19.2145004272461,-155.457992553711,33.3300018310547,2.00999999,md,40,107,,0.119999997,hv,hv72912087,2022-02-10T23:57:36.350Z,"2 km ENE of Pāhala, Hawaii",earthquake,0.65,0.819999993,0.860000014,16,automatic,hv,hv
2022-02-10T23:54:04.107Z,61.2013,-140.4004,15,1.7,ml,,,,0.53,ak,ak0221w71s56,2022-02-10T23:56:46.625Z,"137 km ESE of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-10T23:52:30.350Z,34.4166667,-119.1316667,14.84,2.25,ml,49,53,0.02077,0.3,ci,ci40182512,2022-02-11T04:35:31.128Z,"10km NW of Santa Paula, CA",earthquake,0.47,0.79,0.153,27,automatic,ci,ci
2022-02-10T23:48:07.815Z,58.456,-136.9233,1.29,2.5,ml,,158,0.616,0.63,us,us7000gjv0,2022-02-11T00:02:10.040Z,"44 km NW of Elfin Cove, Alaska",earthquake,3.5,8.6,0.071,26,reviewed,us,us
2022-02-10T23:36:07.040Z,38.3513333,-113.1133333,9.93,1.81,ml,15,129,0.02331,0.18,uu,uu60481432,2022-02-11T16:09:55.400Z,"10 km WSW of Milford, Utah",earthquake,0.54,0.72,0.183,5,reviewed,uu,uu
2022-02-10T23:33:58.357Z,63.3041,-151.0754,0,1.9,ml,,,,0.78,ak,ak0221w6xeal,2022-02-10T23:42:05.140Z,"41 km SE of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
