time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-02-07T06:01:20.675Z,-31.5678,179.9498,360.4,4.8,mb,,46,2.943,0.54,us,us7000gis6,2022-02-07T06:19:22.040Z,"Kermadec Islands region",earthquake,8,7.6,0.052,114,reviewed,us,us
2022-02-07T05:58:07.200Z,19.1391658782959,-155.483840942383,32.2200012207031,1.74000001,md,30,171,,0.170000002,hv,hv72907042,2022-02-07T06:01:26.230Z,"7 km S of Pāhala, Hawaii",earthquake,0.75,1.07000005,1.15999997,7,automatic,hv,hv
2022-02-07T05:53:55.229Z,65.6827,-148.1315,0,1.7,ml,,,,0.75,ak,ak0221qxpu1i,2022-02-07T06:04:04.251Z,"25 km NE of Livengood, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-07T05:45:56.063Z,38.5343,-119.5065,9.3,1,ml,15,115.11,0.053,0.1654,nn,nn00833387,2022-02-08T02:37:35.463Z,"3 km NW of Walker, California",earthquake,,1.4,0.31,4,reviewed,nn,nn
2022-02-07T05:39:07.990Z,36.4665,-121.042,7.25,1.24,md,26,96,0.01707,0.09,nc,nc73689616,2022-02-08T22:59:11.992Z,"12km SE of Pinnacles, CA",earthquake,0.29,0.42,0.161,16,reviewed,nc,nc
2022-02-07T05:29:59.450Z,38.8223343,-122.7939987,2.57,1.44,md,26,47,0.0126,0.02,nc,nc73689611,2022-02-07T08:04:12.874Z,"6km NNW of The Geysers, CA",earthquake,0.2,0.4,0.05,6,automatic,nc,nc
2022-02-07T05:23:35.460Z,38.8216667,-122.793335,2.29,1.23,md,29,34,0.01297,0.05,nc,nc73689606,2022-02-07T07:36:13.708Z,"6km NNW of The Geysers, CA",earthquake,0.21,0.4,0.06,5,automatic,nc,nc
2022-02-07T05:09:23.917Z,60.089,-152.8459,104.7,2,ml,,,,0.14,ak,ak0221qxgc2v,2022-02-07T05:57:02.901Z,"64 km WNW of Happy Valley, Alaska",earthquake,,1,,,automatic,ak,ak
2022-02-07T05:02:24.320Z,19.4788333333333,-155.6495,4.75,1.07,md,15,110,,0.11,hv,hv72907007,2022-02-07T22:15:07.410Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.72,0.15474481023058,5,reviewed,hv,hv
2022-02-07T04:57:02.530Z,38.8131676,-122.7945023,3.3,1.9,md,33,32,0.00523,0.03,nc,nc73689596,2022-02-07T07:11:16.559Z,"5km NW of The Geysers, CA",earthquake,0.19,0.38,0.05,10,automatic,nc,nc
2022-02-07T04:54:23.920Z,19.167667388916,-155.476165771484,33,2,md,28,157,,0.140000001,hv,hv72907002,2022-02-07T04:57:30.700Z,"3 km S of Pāhala, Hawaii",earthquake,0.65,1.16999996,0.99000001,3,automatic,hv,hv
2022-02-07T04:54:00.209Z,37.2236,-115.9453,7.3,1.1,ml,19,266.23,0.053,0.2208,nn,nn00833586,2022-02-09T23:29:20.376Z,"50 km SSW of Rachel, Nevada",earthquake,,1,0.22,14,reviewed,nn,nn
2022-02-07T04:47:02.860Z,19.1494998931885,-155.47216796875,33.8899993896484,2.3900001,md,43,168,,0.129999995,hv,hv72906992,2022-02-07T04:50:19.770Z,"5 km S of Pāhala, Hawaii",earthquake,0.56,0.889999986,1.08000004,20,automatic,hv,hv
2022-02-07T04:43:30.880Z,17.9748333333333,-67.004,10.9,1.85,md,5,174,,0.06,pr,pr71333358,2022-02-07T04:58:39.370Z,"4 km E of La Parguera, Puerto Rico",earthquake,0.54,0.78,0.11055896173709,4,reviewed,pr,pr
2022-02-07T04:41:46.152Z,62.9675,-150.7009,106.2,1.8,ml,,,,0.39,ak,ak0221qx1tb1,2022-02-07T05:12:47.896Z,"52 km N of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-07T04:37:28.460Z,31.6619984,-104.5449646,7.596923828000001,2.3,ml,22,79,0.03825478615,0.3,tx,tx2022cpyt,2022-02-09T19:59:17.538Z,"59 km SSW of Whites City, New Mexico",earthquake,1.635661763,1.1693395010000003,0.1,11,reviewed,tx,tx
2022-02-07T04:37:06.769Z,61.6137,-151.5125,75.3,1.7,ml,,,,0.75,ak,ak0221qx0v78,2022-02-07T04:41:24.376Z,"42 km S of Skwentna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-07T04:35:37.129Z,38.169,-117.9072,9.8,1.2,ml,16,109.41,0.051,0.1729,nn,nn00833385,2022-02-08T02:37:32.496Z,"30 km SE of Mina, Nevada",earthquake,,1.2,1.21,6,reviewed,nn,nn
2022-02-07T04:27:37.484Z,37.9863,-118.7206,2.5,1.3,ml,17,94,0.315,0.1466,nn,nn00833383,2022-02-08T02:37:30.183Z,"28 km NW of Benton, California",earthquake,,3.4,1.13,6,reviewed,nn,nn
2022-02-07T04:25:59.526Z,60.1379,-145.6043,19.8,2,ml,,,,0.46,ak,ak0221qwyeog,2022-02-07T04:30:32.974Z,"45 km S of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-07T04:24:38.420Z,62.2447,-150.1519,23.2,1.1,ml,,,,0.82,ak,ak0221qwy461,2022-02-07T08:36:51.270Z,"9 km SSE of Trapper Creek, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2022-02-07T04:18:59.250Z,38.8018341,-122.7421646,1.63,2.49,md,52,55,0.01905,0.05,nc,nc73689586,2022-02-07T06:58:47.989Z,"3km SW of Cobb, CA",earthquake,0.14,0.26,0.12,36,automatic,nc,nc
2022-02-07T04:04:54.930Z,38.8131676,-122.7949982,3.26,1.21,md,30,41,0.005197,0.02,nc,nc73689581,2022-02-07T06:29:18.286Z,"5km NW of The Geysers, CA",earthquake,0.21,0.41,0.03,6,automatic,nc,nc
2022-02-07T04:02:01.444Z,-2.5261,-77.195,120.72,4.1,mb,,94,1.319,0.74,us,us7000girm,2022-02-07T04:53:43.950Z,"104 km ESE of Macas, Ecuador",earthquake,9.9,8.6,0.107,24,reviewed,us,us
2022-02-07T03:56:16.100Z,19.178,-155.390166666667,32.23,1.89,md,26,196,,0.11,hv,hv72906962,2022-02-08T23:02:30.190Z,"9 km ESE of Pāhala, Hawaii",earthquake,0.97,0.84,0.322682611303863,13,reviewed,hv,hv
2022-02-07T03:49:35.440Z,38.8334999,-122.8184967,1.36,1.22,md,24,58,0.01205,0.06,nc,nc73689571,2022-02-07T06:04:10.270Z,"8km NW of The Geysers, CA",earthquake,0.2,0.36,0.02,5,automatic,nc,nc
2022-02-07T03:45:50.790Z,64.6131,-146.9996,12.2,1.2,ml,,,,0.35,ak,ak0221qwh8q6,2022-02-07T03:49:58.383Z,"6 km SSE of Eielson Air Force Base, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-02-07T03:41:37.801Z,-28.9976,-177.0597,10,5,mb,,82,0.797,1.32,us,us7000girh,2022-02-07T04:00:45.040Z,"Kermadec Islands region",earthquake,9.3,1.9,0.06,87,reviewed,us,us
2022-02-07T03:39:36.580Z,19.1403,-66.6566,19,3.52,md,21,268,0.6753,0.38,pr,pr2022038001,2022-02-10T06:03:45.040Z,"74 km N of Arecibo, Puerto Rico",earthquake,3.37,7.06,0.06,7,reviewed,pr,pr
2022-02-07T03:37:22.410Z,42.135,-112.8105,4.12,1.18,md,11,271,0.2176,0.09,uu,uu60480712,2022-02-07T17:45:19.310Z,"20 km NNW of Snowville, Utah",earthquake,1.73,2.96,0.174,7,reviewed,uu,uu
2022-02-07T03:25:08.040Z,38.0658333,-121.922,21.15,1.75,md,43,42,0.08377,0.19,nc,nc73689561,2022-02-07T08:22:13.997Z,"5km NW of Pittsburg, CA",earthquake,0.29,0.44,0.282,42,reviewed,nc,nc
2022-02-07T03:20:53.477Z,61.4148,-151.5877,74.9,1.9,ml,,,,0.55,ak,ak0221qwbw0z,2022-02-07T03:29:46.141Z,"40 km NW of Beluga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-07T03:10:01.680Z,17.9685,-66.8426666666667,12.19,2.46,md,15,185,,0.14,pr,pr71333338,2022-02-07T04:33:09.380Z,"3 km SW of Indios, Puerto Rico",earthquake,0.36,0.43,0.138733664923145,6,reviewed,pr,pr
2022-02-07T02:54:32.780Z,38.7681656,-122.711998,1.56,1.24,md,15,111,0.009942,0.04,nc,nc73689546,2022-02-07T04:55:12.685Z,"2km WSW of Anderson Springs, CA",earthquake,0.22,0.31,0.17,7,automatic,nc,nc
2022-02-07T02:54:18.990Z,38.8241653,-122.8034973,2.28,1.2,md,29,50,0.005195,0.02,nc,nc73689541,2022-02-07T04:31:15.559Z,"7km NW of The Geysers, CA",earthquake,0.2,0.38,0.03,5,automatic,nc,nc
2022-02-07T02:53:03.540Z,19.4215,-155.61,-0.83,2.3,md,19,92,,0.13,hv,hv72906882,2022-02-07T21:52:24.680Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.44,0.0936086389421256,9,reviewed,hv,hv
2022-02-07T02:52:38.560Z,19.2026672363281,-155.404663085938,32.5499992370605,2.34,ml,20,165,,0.140000001,hv,hv72906877,2022-02-07T02:58:09.380Z,"7 km E of Pāhala, Hawaii",earthquake,0.83,0.709999979,3.7,4,automatic,hv,hv
2022-02-07T02:44:28.193Z,37.2251,-115.9414,7.5,2,ml,31,107.06,0.056,0.201,nn,nn00833380,2022-02-07T18:25:15.913Z,"49 km SSW of Rachel, Nevada",earthquake,,0.8,0.35,20,reviewed,nn,nn
2022-02-07T02:41:04.700Z,19.1343,-66.6611,23,3.55,md,12,288,0.7931,0.26,pr,pr2022038000,2022-02-07T04:03:04.772Z,"73 km N of Carrizales, Puerto Rico",earthquake,1.15,19.04,0.03,3,reviewed,pr,pr
2022-02-07T02:40:41.098Z,37.2312,-115.9399,7.3,1.1,ml,13,273.59,0.062,0.1634,nn,nn00833532,2022-02-09T00:20:56.872Z,"49 km SSW of Rachel, Nevada",earthquake,,1.5,0.23,9,reviewed,nn,nn
2022-02-07T02:40:08.110Z,33.961,-116.7966667,17.36,1.68,ml,65,37,0.04828,0.15,ci,ci40178816,2022-02-07T19:39:43.870Z,"5km N of Cabazon, CA",earthquake,0.13,0.29,0.136,23,reviewed,ci,ci
2022-02-07T02:39:55.414Z,37.2351,-115.9353,6.9,1.6,ml,9,277.6,0.067,0.156,nn,nn00833531,2022-02-09T00:08:35.691Z,"48 km SSW of Rachel, Nevada",earthquake,,2.8,0.22,6,reviewed,nn,nn
2022-02-07T02:38:51.689Z,37.2266,-115.9402,8,2.9,ml,31,99.79,0.058,0.1674,nn,nn00833376,2022-02-11T05:04:11.040Z,"49 km SSW of Rachel, Nevada",earthquake,,0.7,0.32,21,reviewed,nn,nn
2022-02-07T02:32:20.390Z,38.6958351,-122.7590027,7.55,1.45,md,29,177,0.01493,0.04,nc,nc73689531,2022-02-07T03:47:21.317Z,"9km S of The Geysers, CA",earthquake,0.57,0.57,0.08,8,automatic,nc,nc
2022-02-07T02:15:08.200Z,36.4995,-121.0716667,5.54,1.3,md,22,97,0.04549,0.05,nc,nc73689526,2022-02-08T13:49:11.602Z,"7km ESE of Pinnacles, CA",earthquake,0.26,0.59,0.165,15,reviewed,nc,nc
2022-02-07T02:11:59.820Z,19.2458324432373,-155.407501220703,32.1599998474121,2.15,ml,38,129,,0.150000006,hv,hv72906842,2022-02-07T02:17:29.980Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.58,0.730000019,0.55,4,automatic,hv,hv
2022-02-07T02:02:15.010Z,19.2411670684814,-155.38850402832,34.0400009155273,1.97000003,md,34,158,,0.140000001,hv,hv72906832,2022-02-07T02:05:36.020Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.76,1.35000002,1.38999999,8,automatic,hv,hv
2022-02-07T01:42:47.640Z,35.10083333,-97.57816667,4.52,1.02,ml,43,49,0.05398940544,0.45,ok,ok2022cpta,2022-02-08T14:03:53.550Z,"0 km WSW of Cole, Oklahoma",earthquake,,1.1,0.17,16,reviewed,ok,ok
2022-02-07T01:35:58.647Z,55.2974,166.4081,10,4.4,mb,,121,5.096,0.98,us,us7000giqz,2022-02-07T01:58:33.040Z,"267 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake,8.9,1.9,0.084,41,reviewed,us,us
2022-02-07T01:33:35.848Z,61.1582,-149.9856,23,1.8,ml,,,,0.6,ak,ak0221qv7rrk,2022-02-07T02:10:17.436Z,"8 km SW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-07T01:32:18.840Z,35.0371667,-117.6851667,-0.82,1.26,ml,13,143,0.1029,0.11,ci,ci40178784,2022-02-07T17:20:13.837Z,"5km NW of Boron, CA",quarry blast,0.47,31.61,0.069,6,reviewed,ci,ci
2022-02-07T01:32:14.520Z,17.9728333333333,-66.9525,10.99,1.82,md,6,180,,0.06,pr,pr71333323,2022-02-07T02:50:30.070Z,"4 km WSW of Fuig, Puerto Rico",earthquake,0.53,0.71,0.0808718331615634,6,reviewed,pr,pr
2022-02-07T01:29:21.603Z,61.1721,-151.6952,84.8,2,ml,,,,0.58,ak,ak0221qv6vsw,2022-02-07T01:32:43.099Z,"32 km WNW of Tyonek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-07T01:19:21.240Z,19.1063333333333,-66.6998333333333,22.13,3.1,md,19,266,,0.29,pr,pr71333318,2022-02-07T02:36:31.250Z,"69 km N of Carrizales, Puerto Rico",earthquake,1.01,19.93,0.0310702315766909,14,reviewed,pr,pr
2022-02-07T01:09:42.463Z,49.5226,-121.7801,6.88,2.5,ml,,114,0.673,0.68,us,us7000giqu,2022-02-08T00:10:57.004Z,"29 km WNW of Hope, Canada",earthquake,1.7,6.5,0.056,42,reviewed,us,us
2022-02-07T01:04:17.080Z,36.131,-118.0686667,3.63,1.04,ml,19,70,0.0933,0.13,ci,ci40178768,2022-02-07T17:33:47.133Z,"14km NW of Coso Junction, CA",earthquake,0.2,0.53,0.156,8,reviewed,ci,ci
2022-02-07T01:02:49.600Z,17.935,-66.8406666666667,12.02,1.95,md,9,217,,0.14,pr,pr71333308,2022-02-07T02:59:10.610Z,"6 km SSW of Indios, Puerto Rico",earthquake,0.84,0.7,0.129746710199199,7,reviewed,pr,pr
2022-02-07T00:48:27.950Z,19.4808333333333,-155.648833333333,4.49,1.52,md,15,108,,0.14,hv,hv72906797,2022-02-07T21:02:53.650Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.82,0.105740584185687,5,reviewed,hv,hv
2022-02-07T00:46:28.560Z,19.1526666666667,-66.6738333333333,24.66,3.3,md,13,301,,0.24,pr,pr71333303,2022-02-07T01:18:20.240Z,"75 km N of Carrizales, Puerto Rico",earthquake,1.07,16.86,0.0927099953819788,9,reviewed,pr,pr
2022-02-07T00:37:17.625Z,38.4759,-119.5211,7.6,1.5,ml,25,79.81,0.071,0.1638,nn,nn00833373,2022-02-07T19:09:24.869Z,"5 km SW of Walker, California",earthquake,,1.3,0.34,8,reviewed,nn,nn
2022-02-07T00:31:17.720Z,3.472,-74.6974,10,4.6,mb,,92,1.414,1.03,us,us7000gipv,2022-02-08T03:15:06.158Z,"15 km NE of Colombia, Colombia",earthquake,6.7,1.9,0.114,23,reviewed,us,us
2022-02-07T00:30:50.768Z,61.2084,-152.6339,118.5,1.3,ml,,,,0.59,ak,ak0221qulp82,2022-02-07T08:30:10.310Z,"82 km W of Tyonek, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2022-02-07T00:19:52.609Z,63.2898,-151.289,4.8,1.6,ml,,,,0.47,ak,ak0221qujdf7,2022-02-07T00:33:56.829Z,"35 km SE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-07T00:14:13.892Z,-0.423,122.0141,17.24,4.5,mb,,56,0.975,0.57,us,us7000gine,2022-02-07T00:43:37.040Z,"104 km NW of Luwuk, Indonesia",earthquake,5.9,5.5,0.136,16,reviewed,us,us
2022-02-07T00:13:03.750Z,17.8843333333333,-66.8878333333333,13.74,2.45,md,11,241,,0.2,pr,pr71333293,2022-02-07T00:34:26.440Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.88,0.54,0.0656887931936665,7,reviewed,pr,pr
2022-02-07T00:01:53.730Z,37.7281667,-122.1356667,4.28,3.09,ml,165,14,0.01909,0.16,nc,nc73689506,2022-02-12T18:38:18.907Z,"2km ENE of San Leandro, CA",earthquake,0.09,0.18,0.195,131,reviewed,nc,nc
2022-02-06T23:52:19.560Z,48.534666666666666,-124.23666666666666,37.12,1.73,ml,22,41,0.1176,0.41,uw,uw61815346,2022-02-07T01:33:44.070Z,"30 km N of Sekiu, Washington",earthquake,0.68,1.46,0.2695813311044073,11,reviewed,uw,uw
2022-02-06T23:49:01.997Z,40.0305,-119.6109,8.3,1,ml,9,134.09,0.168,0.1376,nn,nn00833366,2022-02-09T18:51:44.385Z,"8 km N of Sutcliffe, Nevada",earthquake,,2.5,0.48,6,reviewed,nn,nn
2022-02-06T23:46:31.360Z,-22.1892,-68.6453,103.39,5.3,mww,,32,0.873,1,us,us7000gin7,2022-02-07T02:17:19.904Z,"41 km NE of Calama, Chile",earthquake,4.8,3.4,0.05,39,reviewed,us,us
2022-02-06T23:39:09.810Z,19.2046666666667,-155.4145,30.71,1.5,md,14,216,,0.1,hv,hv72906732,2022-02-09T00:02:26.240Z,"6 km E of Pāhala, Hawaii",earthquake,0.79,0.74,0.062847503309259,6,reviewed,hv,hv
2022-02-06T23:33:06.120Z,17.9218333333333,-66.8796666666667,13.73,2.09,md,5,287,,0.1,pr,pr71333283,2022-02-06T23:43:25.550Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.78,0.84,0.0668850450445604,4,reviewed,pr,pr
2022-02-06T23:32:31.393Z,58.9803,-153.3782,6.7,2.2,ml,,,,1.41,ak,ak0221pkrqir,2022-02-06T23:35:35.528Z,"90 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-06T23:27:25.100Z,19.2158336639404,-155.40983581543,31,2.1099999,md,27,151,,0.140000001,hv,hv72906722,2022-02-06T23:30:34.950Z,"7 km E of Pāhala, Hawaii",earthquake,0.76,1.04999995,1.57000005,14,automatic,hv,hv
2022-02-06T23:26:51.330Z,33.7338333,-117.4728333,10.8,1.32,ml,26,56,0.02655,0.2,ci,ci40178736,2022-02-07T15:32:23.227Z,"13km NE of Trabuco Canyon, CA",earthquake,0.3,0.4,0.087,2,reviewed,ci,ci
2022-02-06T23:24:47.510Z,33.7323333,-117.4786667,11.02,3.62,ml,184,23,0.02789,0.23,ci,ci40178728,2022-02-12T14:52:27.460Z,"13km NE of Trabuco Canyon, CA",earthquake,0.12,0.23,0.143,264,reviewed,ci,ci
2022-02-06T23:19:33.784Z,61.8753,-148.9265,41.6,1.7,ml,,,,0.47,ak,ak0221pkoyea,2022-02-07T00:01:48.325Z,"13 km NW of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-06T22:58:36.565Z,44.915,-125.8234,10,2.7,ml,,229,0.503,1.23,us,us7000gil3,2022-02-06T23:10:41.040Z,"off the coast of Oregon",earthquake,2.2,2,0.038,93,reviewed,us,us
2022-02-06T22:57:13.740Z,32.8218333,-116.0346667,8.65,1.85,ml,51,38,0.06055,0.24,ci,ci40178720,2022-02-07T23:44:39.820Z,"10km NNW of Ocotillo, CA",earthquake,0.22,0.59,0.114,23,reviewed,ci,ci
2022-02-06T22:45:00.850Z,17.9241666666667,-66.8693333333333,10.62,2.27,md,9,225,,0.25,pr,pr71333278,2022-02-06T22:54:05.270Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.88,1.24,0.0589036529360345,5,reviewed,pr,pr
2022-02-06T22:40:19.020Z,62.2219,-151.0035,74.8,2,ml,,,,0.61,ak,ak0221pk7zou,2022-02-06T22:45:11.324Z,"32 km SSW of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-06T22:31:27.650Z,19.1821666666667,-155.476,32.35,2.84,md,54,81,,0.11,hv,hv72906687,2022-02-07T22:07:19.780Z,"2 km S of Pāhala, Hawaii",earthquake,0.39,0.47,0.111008988670064,21,reviewed,hv,hv
2022-02-06T22:21:44.932Z,65.5498,-149.7558,4.6,1.8,ml,,,,0.3,ak,ak0221pk3z4q,2022-02-06T22:27:45.766Z,"19 km ENE of Rampart, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-06T22:20:08.877Z,62.6733,-149.7427,53,2.3,ml,,,,0.66,ak,ak0221pk3ole,2022-02-06T22:31:06.439Z,"31 km NE of Chase, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-02-06T22:13:08.520Z,19.218,-155.373333333333,32.9,2.86,md,52,157,,0.13,hv,hv72906672,2022-02-10T01:59:42.380Z,"11 km E of Pāhala, Hawaii",earthquake,0.4,0.52,0.105893738949211,20,reviewed,hv,hv
2022-02-06T22:07:48.190Z,17.9588333333333,-66.8315,10.23,2.53,md,22,171,,0.23,pr,pr71333273,2022-02-06T22:33:05.350Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.51,0.53,0.0671545352928729,8,reviewed,pr,pr
2022-02-06T22:06:35.320Z,19.1805,-155.4795,32.09,3.04,ml,56,74,,0.11,hv,hv72906667,2022-02-07T20:55:34.146Z,"2 km S of Pāhala, Hawaii",earthquake,0.35,0.46,0.179954259919828,37,reviewed,hv,hv
2022-02-06T22:00:02.700Z,37.8556667,-121.9746667,9.01,2.22,md,94,55,0.01457,0.11,nc,nc73689461,2022-02-08T07:17:26.186Z,"3km NNW of Diablo, CA",earthquake,0.11,0.18,0.117,83,reviewed,nc,nc
2022-02-06T21:41:39.595Z,65.7822,-155.3996,0,1.8,ml,,,,0.65,ak,ak0221pjmtdz,2022-02-06T21:52:10.158Z,"46 km E of Huslia, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-06T21:33:54.690Z,38.7946663,-122.7491684,1.87,1.09,md,22,92,0.01016,0.03,nc,nc73689456,2022-02-06T22:26:14.442Z,"2km NNE of The Geysers, CA",earthquake,0.26,0.46,0.12,6,automatic,nc,nc
2022-02-06T21:31:20.095Z,0.3498,122.4056,125.04,4.8,mb,,51,1.429,0.97,us,us7000gij9,2022-02-06T21:46:38.040Z,"76 km WSW of Gorontalo, Indonesia",earthquake,6.6,6.9,0.076,53,reviewed,us,us
2022-02-06T21:09:28.980Z,19.057,-66.6988333333333,25.26,3.31,md,16,284,,0.18,pr,pr71333248,2022-02-06T21:53:22.170Z,"64 km N of Carrizales, Puerto Rico",earthquake,0.78,7.7,0.0231017544330494,7,reviewed,pr,pr
2022-02-06T21:00:31.340Z,17.9683,-66.8383,10,3.26,md,25,166,0.0415,0.15,pr,pr2022037002,2022-02-11T06:18:02.040Z,"3 km SW of Indios, Puerto Rico",earthquake,0.31,0.35,0.12,16,reviewed,pr,pr
2022-02-06T20:57:32.104Z,60.9019,-150.8831,6.7,2.4,ml,,,,0.85,ak,ak0221pj4spv,2022-02-06T21:38:53.040Z,"10 km WSW of Point Possession, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-06T20:53:02.396Z,60.509,-146.9082,19.9,2.1,ml,,,,0.63,ak,ak0221pj3vi7,2022-02-06T21:00:22.117Z,"41 km SSW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-06T20:36:50.591Z,60.9293,-147.3011,32.2,1.7,ml,,,,0.59,ak,ak0221pj0c0f,2022-02-06T20:40:19.566Z,"34 km WNW of Tatitlek, Alaska",earthquake,,0.1,,,automatic,ak,ak
2022-02-06T20:36:18.620Z,17.9518333333333,-66.935,12.39,1.86,md,5,214,,0.05,pr,pr71333228,2022-02-06T20:47:35.930Z,"3 km SW of Guánica, Puerto Rico",earthquake,0.61,0.8,0.149088057500573,5,reviewed,pr,pr
2022-02-06T20:32:50.740Z,19.2116661071777,-155.411666870117,33.4900016784668,1.91999996,md,35,147,,0.129999995,hv,hv72906582,2022-02-06T20:36:47.010Z,"7 km E of Pāhala, Hawaii",earthquake,0.76,1.12,1.91999996,4,automatic,hv,hv
2022-02-06T19:54:55.660Z,19.4136657714844,-155.274337768555,2.24000000953674,1.7,ml,14,54,,0.159999996,hv,hv72906537,2022-02-06T20:00:26.870Z,"5 km SW of Volcano, Hawaii",earthquake,0.29,0.349999994,2.49,8,automatic,hv,hv
2022-02-06T19:45:01.065Z,60.0223,-147.1811,0,2.9,ml,,,,0.65,ak,ak0221pigq5t,2022-02-06T21:43:49.040Z,"46 km E of Chenega, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-06T19:34:55.321Z,63.167,-150.4833,106.1,2,ml,,,,0.42,ak,ak0221piehdu,2022-02-06T19:47:33.473Z,"74 km SE of Denali National Park, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-02-06T19:32:30.200Z,19.4778333333333,-155.653666666667,4.12,1.4,md,14,115,,0.13,hv,hv72906492,2022-02-07T20:12:15.370Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.42,0.9,0.0170121371222731,4,reviewed,hv,hv
2022-02-06T19:27:32.848Z,62.0155,-150.5301,49,1.8,ml,,,,0.44,ak,ak0221picxmw,2022-02-06T19:40:12.284Z,"36 km SSW of Trapper Creek, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-02-06T19:20:38.090Z,19.1723327636719,-155.477996826172,33.2200012207031,2.3499999,md,46,86,,0.129999995,hv,hv72906482,2022-02-06T19:26:09.020Z,"3 km S of Pāhala, Hawaii",earthquake,0.64,0.829999983,0.360000014,25,automatic,hv,hv
2022-02-06T18:51:23.370Z,35.5325,-117.4478333,6.8,1.07,ml,17,108,0.05514,0.14,ci,ci40178576,2022-02-07T23:09:54.430Z,"23km ESE of Ridgecrest, CA",earthquake,0.26,0.51,0.174,11,reviewed,ci,ci
2022-02-06T18:47:06.210Z,19.4818333333333,-155.651666666667,5.44,1.67,md,15,109,,0.11,hv,hv72906427,2022-02-09T01:25:38.720Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.8,0.268937501939661,6,reviewed,hv,hv
2022-02-06T18:37:12.930Z,52.023,178.373833333333,4.75,1.2,ml,4,347,,0.09,av,av91049163,2022-02-08T19:40:34.270Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.01,2.63,0.265473995816865,4,reviewed,av,av
2022-02-06T18:35:55.810Z,36.855,-97.79,7.44,1.69,ml,32,98,0.05578905228,0.3,ok,ok2022cpey,2022-02-07T14:56:48.802Z,"7 km NW of Medford, Oklahoma",earthquake,,0.8,0.23,4,reviewed,ok,ok
2022-02-06T18:32:47.175Z,7.3926,-80.4755,10,4.6,mb,,68,2.595,1,us,us7000gii6,2022-02-07T00:00:03.257Z,"4 km WSW of Tonosí, Panama",earthquake,5,1.9,0.173,10,reviewed,us,us
2022-02-06T18:23:43.654Z,55.1328,-158.3452,10,3.4,ml,,196,0.778,0.65,us,us7000gii4,2022-02-06T18:36:22.040Z,"100 km SSE of Perryville, Alaska",earthquake,3.6,2,0.069,28,reviewed,us,us
2022-02-06T18:18:30.710Z,35.6813333,-117.5288333,9.7,1.19,ml,15,151,0.1091,0.12,ci,ci40178544,2022-02-07T17:52:11.233Z,"15km SW of Searles Valley, CA",earthquake,0.24,0.67,0.194,5,reviewed,ci,ci
2022-02-06T18:17:01.530Z,49.47366666666667,-120.54433333333333,-0.37,2.37,ml,11,201,0.5785,0.49,uw,uw61815241,2022-02-07T20:44:23.570Z,"2 km NW of Princeton, Canada",explosion,2.27,31.61,0.3982643249846727,6,reviewed,uw,uw
